Ciudad,Fecha,Temperatura
Cali,22/08/2023,26.6
Cali,23/08/2023,23.7
Cali,24/08/2023,23.9
Cali,25/08/2023,26.2
Cali,26/08/2023,24.9
Cali,27/08/2023,26.9
Cali,28/08/2023,24.9
Cali,29/08/2023,25.5
Cali,30/08/2023,28.4
Cali,31/08/2023,24.5
Cali,01/09/2023,23.7
Cali,02/09/2023,24.8
Cali,03/09/2023,28.6
Cali,04/09/2023,25.5
Cali,05/09/2023,24.3
Cali,06/09/2023,26.3
Cali,07/09/2023,24.7
Cali,08/09/2023,24.2
Cali,09/09/2023,27.0
Cali,10/09/2023,23.8
Cali,11/09/2023,23.8
Cali,12/09/2023,24.8
Cali,13/09/2023,27.8
Cali,14/09/2023,26.9
Cali,15/09/2023,24.3
Cali,16/09/2023,25.9
Cali,17/09/2023,23.3
Cali,18/09/2023,24.0
Cali,19/09/2023,23.8
Cali,20/09/2023,27.4
Cali,21/09/2023,26.6
Cali,22/09/2023,23.8
Cali,23/09/2023,25.8
Cali,24/09/2023,25.8
Cali,25/09/2023,25.1
Cali,26/09/2023,25.1
Cali,27/09/2023,27.4
Cali,28/09/2023,25.0
Cali,29/09/2023,23.1
Cali,30/09/2023,23.1
Cali,01/10/2023,27.6
Cali,02/10/2023,26.5
Cali,03/10/2023,23.8
Cali,04/10/2023,24.8
Cali,05/10/2023,24.0
Cali,06/10/2023,23.3
Cali,07/10/2023,23.0
Cali,08/10/2023,26.1
Cali,09/10/2023,26.0
Cali,10/10/2023,27.1
Cali,11/10/2023,26.2
Cali,12/10/2023,27.9
Cali,13/10/2023,26.4
Cali,14/10/2023,25.1
Cali,15/10/2023,24.5
Cali,16/10/2023,23.7
Cali,17/10/2023,28.2
Cali,18/10/2023,26.8
Cali,19/10/2023,28.9
Cali,20/10/2023,23.0
Cali,21/10/2023,26.7
Cali,22/10/2023,24.3
Cali,23/10/2023,24.6
Cali,24/10/2023,28.7
Cali,25/10/2023,27.4
Cali,26/10/2023,23.6
Cali,27/10/2023,26.8
Cali,28/10/2023,28.6
Cali,29/10/2023,28.6
Cali,30/10/2023,27.7
Cali,31/10/2023,23.5
Cali,01/11/2023,23.7
Cali,02/11/2023,27.8
Cali,03/11/2023,26.3
Cali,04/11/2023,28.3
Cali,05/11/2023,23.5
Cali,06/11/2023,27.0
Cali,07/11/2023,24.5
Cali,08/11/2023,28.3
Cali,09/11/2023,27.5
Cali,10/11/2023,23.7
Cali,11/11/2023,27.2
Cali,12/11/2023,24.6
Cali,13/11/2023,24.6
Cali,14/11/2023,27.0
Cali,15/11/2023,27.4
Cali,16/11/2023,28.2
Cali,17/11/2023,28.1
Cali,18/11/2023,25.9
Cali,19/11/2023,27.4
Cali,20/11/2023,24.2
Cali,21/11/2023,26.3
Cali,22/11/2023,24.7
Cali,23/11/2023,25.0
Cali,24/11/2023,26.9
Cali,25/11/2023,24.4
Cali,26/11/2023,23.5
Cali,27/11/2023,24.0
Cali,28/11/2023,24.9
Cali,29/11/2023,23.1
Cali,30/11/2023,23.6
Cali,01/12/2023,24.9
Cali,02/12/2023,24.9
Cali,03/12/2023,23.4
Cali,04/12/2023,28.5
Cali,05/12/2023,24.9
Cali,06/12/2023,23.7
Cali,07/12/2023,28.4
Cali,08/12/2023,26.5
Cali,09/12/2023,26.3
Cali,10/12/2023,25.4
Cali,11/12/2023,25.3
Cali,12/12/2023,23.2
Cali,13/12/2023,26.7
Cali,14/12/2023,24.0
Cali,15/12/2023,23.5
Cali,16/12/2023,27.0
Cali,17/12/2023,28.9
Cali,18/12/2023,24.6
Cali,19/12/2023,26.9
Cali,20/12/2023,26.9
Cali,21/12/2023,23.4
Cali,22/12/2023,23.6
Cali,23/12/2023,27.8
Cali,24/12/2023,23.6
Cali,25/12/2023,23.7
Cali,26/12/2023,23.4
Cali,27/12/2023,28.1
Cali,28/12/2023,28.4
Cali,29/12/2023,24.4
Cali,30/12/2023,25.6
Cali,31/12/2023,24.6
Cali,01/01/2024,23.3
Cali,02/01/2024,23.8
Cali,03/01/2024,23.1
Cali,04/01/2024,26.3
Cali,05/01/2024,25.9
Cali,06/01/2024,28.1
Cali,07/01/2024,27.1
Cali,08/01/2024,25.3
Cali,09/01/2024,23.6
Cali,10/01/2024,28.7
Cali,11/01/2024,28.0
Cali,12/01/2024,26.2
Cali,13/01/2024,28.1
Cali,14/01/2024,26.0
Cali,15/01/2024,27.7
Cali,16/01/2024,23.7
Cali,17/01/2024,25.9
Cali,18/01/2024,24.4
Cali,19/01/2024,28.5
Cali,20/01/2024,28.5
Cali,21/01/2024,28.3
Cali,22/01/2024,25.6
Cali,23/01/2024,28.5
Cali,24/01/2024,28.4
Cali,25/01/2024,28.7
Cali,26/01/2024,25.2
Cali,27/01/2024,25.6
Cali,28/01/2024,24.2
Cali,29/01/2024,27.0
Cali,30/01/2024,25.0
Cali,31/01/2024,27.7
Cali,01/02/2024,24.5
Cali,02/02/2024,23.9
Cali,03/02/2024,24.5
Cali,04/02/2024,23.5
Cali,05/02/2024,25.3
Cali,06/02/2024,26.0
Cali,07/02/2024,26.1
Cali,08/02/2024,26.4
Cali,09/02/2024,24.3
Cali,10/02/2024,24.9
Cali,11/02/2024,23.4
Cali,12/02/2024,23.3
Cali,13/02/2024,26.0
Cali,14/02/2024,26.1
Cali,15/02/2024,28.3
Cali,16/02/2024,26.7
Cali,17/02/2024,25.8
Cali,18/02/2024,27.3
Cali,19/02/2024,23.7
Cali,20/02/2024,25.4
Cali,21/02/2024,24.7
Cali,22/02/2024,28.6
Cali,23/02/2024,23.1
Cali,24/02/2024,25.6
Cali,25/02/2024,23.4
Cali,26/02/2024,26.9
Cali,27/02/2024,28.0
Cali,28/02/2024,24.8
Cali,29/02/2024,26.1
Cali,01/03/2024,28.2
Cali,02/03/2024,25.4
Cali,03/03/2024,28.6
Cali,04/03/2024,23.5
Cali,05/03/2024,23.9
Cali,06/03/2024,24.5
Cali,07/03/2024,25.3
Cali,08/03/2024,25.7
Cali,09/03/2024,27.4
Cali,10/03/2024,27.1
Cali,11/03/2024,28.6
Cali,12/03/2024,27.2
Cali,13/03/2024,27.5
Cali,14/03/2024,24.7
Cali,15/03/2024,24.5
Cali,16/03/2024,24.1
Cali,17/03/2024,23.6
Cali,18/03/2024,25.5
Cali,19/03/2024,27.8
Cali,20/03/2024,25.5
Cali,21/03/2024,24.7
Cali,22/03/2024,27.8
Cali,23/03/2024,24.5
Cali,24/03/2024,26.4
Cali,25/03/2024,25.0
Cali,26/03/2024,25.0
Cali,27/03/2024,23.5
Cali,28/03/2024,25.8
Cali,29/03/2024,25.2
Cali,30/03/2024,27.8
Cali,31/03/2024,23.6
Cali,01/04/2024,27.7
Cali,02/04/2024,24.2
Cali,03/04/2024,24.3
Cali,04/04/2024,23.1
Cali,05/04/2024,27.4
Cali,06/04/2024,26.7
Cali,07/04/2024,27.1
Cali,08/04/2024,25.0
Cali,09/04/2024,27.7
Cali,10/04/2024,27.5
Cali,11/04/2024,28.1
Cali,12/04/2024,24.8
Cali,13/04/2024,23.3
Cali,14/04/2024,26.2
Cali,15/04/2024,24.3
Cali,16/04/2024,28.4
Cali,17/04/2024,28.4
Cali,18/04/2024,24.0
Cali,19/04/2024,28.3
Cali,20/04/2024,26.1
Cali,21/04/2024,24.9
Cali,22/04/2024,28.2
Cali,23/04/2024,28.7
Cali,24/04/2024,28.4
Cali,25/04/2024,27.0
Cali,26/04/2024,23.5
Cali,27/04/2024,23.8
Cali,28/04/2024,25.3
Cali,29/04/2024,27.0
Cali,30/04/2024,23.6
Cali,01/05/2024,26.8
Cali,02/05/2024,25.9
Cali,03/05/2024,24.8
Cali,04/05/2024,23.7
Cali,05/05/2024,24.8
Cali,06/05/2024,24.7
Cali,07/05/2024,25.0
Cali,08/05/2024,27.9
Cali,09/05/2024,28.8
Cali,10/05/2024,26.6
Cali,11/05/2024,29.0
Cali,12/05/2024,25.5
Cali,13/05/2024,26.8
Cali,14/05/2024,26.9
Cali,15/05/2024,26.6
Cali,16/05/2024,25.4
Cali,17/05/2024,28.9
Cali,18/05/2024,27.8
Cali,19/05/2024,25.4
Cali,20/05/2024,23.9
Cali,21/05/2024,28.3
Cali,22/05/2024,26.7
Cali,23/05/2024,23.2
Cali,24/05/2024,23.3
Cali,25/05/2024,25.7
Cali,26/05/2024,25.4
Cali,27/05/2024,25.7
Cali,28/05/2024,23.8
Cali,29/05/2024,24.9
Cali,30/05/2024,24.5
Cali,31/05/2024,27.7
Cali,01/06/2024,24.8
Cali,02/06/2024,25.8
Cali,03/06/2024,29.0
Cali,04/06/2024,24.4
Cali,05/06/2024,25.9
Cali,06/06/2024,29.0
Cali,07/06/2024,25.7
Cali,08/06/2024,25.5
Cali,09/06/2024,27.1
Cali,10/06/2024,27.3
Cali,11/06/2024,25.7
Cali,12/06/2024,28.3
Cali,13/06/2024,24.0
Cali,14/06/2024,23.9
Cali,15/06/2024,23.4
Cali,16/06/2024,26.9
Cali,17/06/2024,25.1
Cali,18/06/2024,24.6
Cali,19/06/2024,28.8
Cali,20/06/2024,23.5
Cali,21/06/2024,25.6
Cali,22/06/2024,23.5
Cali,23/06/2024,24.2
Cali,24/06/2024,28.6
Cali,25/06/2024,27.6
Cali,26/06/2024,26.6
Cali,27/06/2024,23.7
Cali,28/06/2024,25.2
Cali,29/06/2024,25.9
Cali,30/06/2024,27.5
Cali,01/07/2024,28.9
Cali,02/07/2024,28.6
Cali,03/07/2024,25.3
Cali,04/07/2024,24.9
Cali,05/07/2024,27.1
Cali,06/07/2024,28.5
Cali,07/07/2024,23.6
Cali,08/07/2024,27.4
Cali,09/07/2024,26.5
Cali,10/07/2024,23.4
Cali,11/07/2024,25.7
Cali,12/07/2024,23.3
Cali,13/07/2024,27.2
Cali,14/07/2024,25.7
Cali,15/07/2024,28.8
Cali,16/07/2024,27.3
Cali,17/07/2024,27.6
Cali,18/07/2024,27.3
Cali,19/07/2024,24.2
Cali,20/07/2024,27.6
Cali,21/07/2024,27.2
Cali,22/07/2024,26.8
Cali,23/07/2024,24.5
Cali,24/07/2024,28.5
Cali,25/07/2024,23.4
Cali,26/07/2024,24.9
Cali,27/07/2024,28.5
Cali,28/07/2024,23.7
Cali,29/07/2024,23.2
Cali,30/07/2024,27.2
Cali,31/07/2024,28.9
Cali,01/08/2024,25.0
Cali,02/08/2024,26.2
Cali,03/08/2024,25.0
Cali,04/08/2024,25.0
Cali,05/08/2024,23.8
Cali,06/08/2024,25.5
Cali,07/08/2024,28.4
Cali,08/08/2024,28.2
Cali,09/08/2024,24.5
Cali,10/08/2024,23.9
Cali,11/08/2024,26.6
Cali,12/08/2024,27.9
Cali,13/08/2024,23.0
Cali,14/08/2024,24.7
Cali,15/08/2024,28.6
Cali,16/08/2024,23.8
Cali,17/08/2024,24.2
Cali,18/08/2024,28.8
Cali,19/08/2024,25.0
Cali,20/08/2024,25.4
Cali,21/08/2024,27.6
Cali,22/08/2024,25.8
Cali,23/08/2024,25.3
Cali,24/08/2024,24.7
Cali,25/08/2024,28.3
Cali,26/08/2024,28.2
Cali,27/08/2024,24.8
Cali,28/08/2024,26.1
Cali,29/08/2024,25.8
Cali,30/08/2024,26.8
Cali,31/08/2024,27.0
Cali,01/09/2024,23.2
Cali,02/09/2024,23.0
Cali,03/09/2024,23.3
Cali,04/09/2024,23.1
Cali,05/09/2024,24.3
Cali,06/09/2024,25.1
Cali,07/09/2024,25.3
Cali,08/09/2024,26.9
Cali,09/09/2024,24.6
Cali,10/09/2024,26.9
Cali,11/09/2024,24.3
Cali,12/09/2024,23.3
Cali,13/09/2024,24.6
Cali,14/09/2024,28.4
Cali,15/09/2024,28.4
Cali,16/09/2024,25.4
Cali,17/09/2024,26.8
Cali,18/09/2024,27.6
Cali,19/09/2024,29.0
Cali,20/09/2024,28.8
Cali,21/09/2024,28.8
Cali,22/09/2024,24.3
Cali,23/09/2024,23.4
Cali,24/09/2024,27.2
Cali,25/09/2024,25.0
Cali,26/09/2024,28.2
Cali,27/09/2024,25.7
Cali,28/09/2024,25.5
Cali,29/09/2024,27.7
Cali,30/09/2024,25.9
Cali,01/10/2024,23.8
Cali,02/10/2024,25.0
Cali,03/10/2024,24.6
Cali,04/10/2024,28.4
Cali,05/10/2024,24.8
Cali,06/10/2024,24.6
Cali,07/10/2024,27.9
Cali,08/10/2024,27.6
Cali,09/10/2024,27.9
Cali,10/10/2024,28.3
Cali,11/10/2024,27.5
Cali,12/10/2024,23.5
Cali,13/10/2024,27.7
Cali,14/10/2024,28.9
Cali,15/10/2024,27.4
Cali,16/10/2024,28.3
Cali,17/10/2024,23.3
Cali,18/10/2024,26.5
Cali,19/10/2024,25.3
Cali,20/10/2024,27.2
Cali,21/10/2024,23.8
Cali,22/10/2024,25.6
Cali,23/10/2024,28.5
Cali,24/10/2024,26.9
Cali,25/10/2024,24.6
Cali,26/10/2024,24.2
Cali,27/10/2024,25.1
Cali,28/10/2024,24.8
Cali,29/10/2024,26.0
Cali,30/10/2024,28.0
Cali,31/10/2024,23.8
Cali,01/11/2024,26.0
Cali,02/11/2024,28.6
Cali,03/11/2024,28.6
Cali,04/11/2024,27.7
Cali,05/11/2024,25.8
Cali,06/11/2024,25.0
Cali,07/11/2024,23.2
Cali,08/11/2024,24.7
Cali,09/11/2024,27.1
Cali,10/11/2024,27.3
Cali,11/11/2024,27.5
Cali,12/11/2024,28.7
Cali,13/11/2024,24.9
Cali,14/11/2024,27.1
Cali,15/11/2024,26.0
Cali,16/11/2024,23.7
Cali,17/11/2024,28.7
Cali,18/11/2024,26.9
Cali,19/11/2024,26.5
Cali,20/11/2024,28.5
Cali,21/11/2024,25.6
Cali,22/11/2024,28.9
Cali,23/11/2024,28.9
Cali,24/11/2024,27.3
Cali,25/11/2024,27.4
Cali,26/11/2024,24.8
Cali,27/11/2024,23.4
Cali,28/11/2024,27.4
Cali,29/11/2024,28.1
Cali,30/11/2024,26.5
Cali,01/12/2024,23.7
Cali,02/12/2024,27.8
Cali,03/12/2024,24.0
Cali,04/12/2024,25.2
Cali,05/12/2024,26.3
Cali,06/12/2024,25.9
Cali,07/12/2024,28.8
Cali,08/12/2024,23.4
Cali,09/12/2024,25.5
Cali,10/12/2024,24.1
Cali,11/12/2024,23.9
Cali,12/12/2024,24.6
Cali,13/12/2024,24.3
Cali,14/12/2024,26.0
Cali,15/12/2024,26.6
Cali,16/12/2024,23.3
Cali,17/12/2024,25.9
Cali,18/12/2024,25.7
Cali,19/12/2024,27.4
Cali,20/12/2024,27.5
Cali,21/12/2024,25.9
Cali,22/12/2024,26.3
Cali,23/12/2024,25.2
Cali,24/12/2024,24.9
Cali,25/12/2024,26.2
Cali,26/12/2024,23.6
Cali,27/12/2024,27.2
Cali,28/12/2024,23.4
Cali,29/12/2024,26.1
Cali,30/12/2024,29.0
Cali,31/12/2024,28.3
Cali,01/01/2025,25.4
Cali,02/01/2025,25.9
Cali,03/01/2025,25.9
Cali,04/01/2025,28.4
Cali,05/01/2025,26.9
Cali,06/01/2025,26.4
Cali,07/01/2025,27.3
Cali,08/01/2025,23.2
Cali,09/01/2025,23.1
Cali,10/01/2025,23.8
Cali,11/01/2025,24.5
Cali,12/01/2025,28.9
Cali,13/01/2025,23.6
Cali,14/01/2025,27.3
Cali,15/01/2025,25.8
Cali,16/01/2025,27.1
Cali,17/01/2025,25.9
Cali,18/01/2025,23.8
Cali,19/01/2025,25.2
Cali,20/01/2025,28.0
Cali,21/01/2025,23.8
Cali,22/01/2025,23.3
Cali,23/01/2025,24.1
Cali,24/01/2025,23.8
Cali,25/01/2025,25.4
Cali,26/01/2025,26.4
Cali,27/01/2025,25.7
Cali,28/01/2025,23.7
Cali,29/01/2025,25.5
Cali,30/01/2025,24.5
Cali,31/01/2025,28.2
Cali,01/02/2025,24.7
Cali,02/02/2025,27.4
Cali,03/02/2025,28.8
Cali,04/02/2025,28.1
Cali,05/02/2025,23.8
Cali,06/02/2025,27.1
Cali,07/02/2025,24.1
Cali,08/02/2025,24.8
Cali,09/02/2025,27.4
Cali,10/02/2025,28.5
Cali,11/02/2025,26.2
Cali,12/02/2025,28.2
Cali,13/02/2025,23.9
Cali,14/02/2025,24.5
Cali,15/02/2025,25.4
Cali,16/02/2025,25.9
Cali,17/02/2025,26.0
Cali,18/02/2025,26.3
Cali,19/02/2025,23.6
Cali,20/02/2025,23.8
Cali,21/02/2025,27.5
Cali,22/02/2025,24.3
Cali,23/02/2025,27.0
Cali,24/02/2025,23.9
Cali,25/02/2025,24.7
Cali,26/02/2025,23.0
Cali,27/02/2025,27.1
Cali,28/02/2025,27.4
Cali,01/03/2025,28.1
Cali,02/03/2025,28.1
Cali,03/03/2025,26.0
Cali,04/03/2025,26.2
Cali,05/03/2025,24.6
Cali,06/03/2025,25.5
Cali,07/03/2025,27.6
Cali,08/03/2025,27.6
Cali,09/03/2025,24.3
Cali,10/03/2025,27.2
Cali,11/03/2025,25.8
Cali,12/03/2025,26.9
Cali,13/03/2025,23.6
Cali,14/03/2025,23.2
Cali,15/03/2025,26.6
Cali,16/03/2025,26.3
Cali,17/03/2025,26.8
Cali,18/03/2025,23.8
Cali,19/03/2025,24.5
Cali,20/03/2025,28.9
Cali,21/03/2025,23.0
Cali,22/03/2025,26.8
Cali,23/03/2025,25.4
Cali,24/03/2025,25.3
Cali,25/03/2025,23.3
Cali,26/03/2025,25.6
Cali,27/03/2025,23.6
Cali,28/03/2025,24.6
Cali,29/03/2025,25.4
Cali,30/03/2025,24.1
Cali,31/03/2025,28.1
Cali,01/04/2025,28.7
Cali,02/04/2025,27.1
Cali,03/04/2025,27.9
Cali,04/04/2025,28.2
Cali,05/04/2025,28.1
Cali,06/04/2025,28.8
Cali,07/04/2025,25.0
Cali,08/04/2025,23.4
Cali,09/04/2025,25.9
Cali,10/04/2025,27.1
Cali,11/04/2025,28.8
Cali,12/04/2025,27.8
Cali,13/04/2025,23.7
Cali,14/04/2025,28.2
Cali,15/04/2025,27.3
Cali,16/04/2025,27.0
Cali,17/04/2025,25.7
Cali,18/04/2025,23.2
Cali,19/04/2025,28.6
Cali,20/04/2025,28.0
Cali,21/04/2025,25.7
Cali,22/04/2025,25.0
Cali,23/04/2025,24.4
Cali,24/04/2025,26.5
Cali,25/04/2025,26.8
Cali,26/04/2025,26.3
Cali,27/04/2025,28.6
Cali,28/04/2025,25.4
Cali,29/04/2025,24.3
Cali,30/04/2025,28.2
Cali,01/05/2025,27.7
Cali,02/05/2025,27.0
Cali,03/05/2025,25.3
Cali,04/05/2025,25.7
Cali,05/05/2025,23.7
Cali,06/05/2025,24.5
Cali,07/05/2025,27.8
Cali,08/05/2025,25.3
Cali,09/05/2025,28.8
Cali,10/05/2025,24.8
Cali,11/05/2025,28.5
Cali,12/05/2025,26.1
Cali,13/05/2025,23.3
Cali,14/05/2025,27.9
Cali,15/05/2025,26.5
Cali,16/05/2025,23.9
Cali,17/05/2025,23.1
Cali,18/05/2025,23.6
Cali,19/05/2025,23.4
Cali,20/05/2025,25.5
Cali,21/05/2025,24.4
Cali,22/05/2025,25.8
Cali,23/05/2025,24.0
Cali,24/05/2025,25.3
Cali,25/05/2025,23.8
Cali,26/05/2025,27.7
Cali,27/05/2025,28.7
Cali,28/05/2025,23.9
Cali,29/05/2025,26.5
Cali,30/05/2025,24.0
Cali,31/05/2025,25.9
Cali,01/06/2025,27.0
Cali,02/06/2025,25.0
Cali,03/06/2025,26.2
Cali,04/06/2025,27.9
Cali,05/06/2025,28.3
Cali,06/06/2025,23.9
Cali,07/06/2025,24.1
Cali,08/06/2025,23.0
Cali,09/06/2025,24.1
Cali,10/06/2025,28.6
Cali,11/06/2025,26.7
Cali,12/06/2025,24.1
Cali,13/06/2025,28.4
Cali,14/06/2025,28.8
Cali,15/06/2025,26.7
Cali,16/06/2025,27.9
Cali,17/06/2025,28.1
Cali,18/06/2025,25.1
Cali,19/06/2025,25.9
Cali,20/06/2025,28.8
Cali,21/06/2025,26.7
Cali,22/06/2025,23.2
Cali,23/06/2025,29.0
Cali,24/06/2025,24.7
Cali,25/06/2025,24.8
Cali,26/06/2025,24.7
Cali,27/06/2025,28.0
Cali,28/06/2025,25.4
Cali,29/06/2025,24.0
Cali,30/06/2025,25.3
Cali,01/07/2025,27.2
Cali,02/07/2025,25.5
Cali,03/07/2025,26.9
Cali,04/07/2025,25.9
Cali,05/07/2025,26.7
Cali,06/07/2025,28.6
Cali,07/07/2025,26.1
Cali,08/07/2025,25.1
Cali,09/07/2025,24.6
Cali,10/07/2025,23.4
Cali,11/07/2025,27.8
Cali,12/07/2025,28.5
Cali,13/07/2025,25.1
Cali,14/07/2025,28.6
Cali,15/07/2025,28.1
Cali,16/07/2025,25.4
Cali,17/07/2025,25.8
Cali,18/07/2025,27.2
Cali,19/07/2025,27.4
Cali,20/07/2025,23.7
Cali,21/07/2025,23.4
Cali,22/07/2025,24.5
Cali,23/07/2025,28.3
Cali,24/07/2025,23.5
Cali,25/07/2025,23.7
Cali,26/07/2025,26.8
Cali,27/07/2025,28.0
Cali,28/07/2025,26.0
Cali,29/07/2025,26.0
Cali,30/07/2025,27.1
Cali,31/07/2025,27.1
Cali,01/08/2025,27.1
Cali,02/08/2025,24.7
Cali,03/08/2025,23.5
Cali,04/08/2025,25.4
Cali,05/08/2025,26.3
Cali,06/08/2025,24.2
Cali,07/08/2025,28.0
Cali,08/08/2025,26.1
Cali,09/08/2025,24.6
Cali,10/08/2025,27.3
Cali,11/08/2025,26.3
Cali,12/08/2025,23.8
Cali,13/08/2025,25.8
Cali,14/08/2025,23.9
Cali,15/08/2025,28.9
Cali,16/08/2025,23.2
Cali,17/08/2025,27.6
Cali,18/08/2025,27.6
Cali,19/08/2025,25.3
Cali,20/08/2025,25.8
Cali,21/08/2025,24.5
Cali,22/08/2025,24.8
Cali,23/08/2025,26.9
Cali,24/08/2025,27.1
Cali,25/08/2025,25.1
Cali,26/08/2025,28.4
Cali,27/08/2025,25.0
Cali,28/08/2025,25.6
Cali,29/08/2025,23.8
Cali,30/08/2025,24.2
Cali,31/08/2025,28.3
Cali,01/09/2025,23.7
Cali,02/09/2025,27.0
Cali,03/09/2025,25.2
Cali,04/09/2025,23.8
Cali,05/09/2025,28.0
Cali,06/09/2025,26.1
Cali,07/09/2025,27.5
Cali,08/09/2025,25.0
Cali,09/09/2025,27.8
Cali,10/09/2025,27.2
Cali,11/09/2025,27.6
Cali,12/09/2025,29.0
Cali,13/09/2025,28.3
Cali,14/09/2025,25.0
Cali,15/09/2025,27.0
Cali,16/09/2025,28.5
Cali,17/09/2025,26.7
Cali,18/09/2025,27.1
Cali,19/09/2025,27.0
Cali,20/09/2025,23.0
Cali,21/09/2025,27.3
Cali,22/09/2025,27.4
Cali,23/09/2025,25.8
Cali,24/09/2025,28.9
Cali,25/09/2025,28.9
Cali,26/09/2025,23.1
Cali,27/09/2025,26.7
Cali,28/09/2025,23.7
Cali,29/09/2025,25.2
Cali,30/09/2025,25.4
Cali,01/10/2025,25.8
Cali,02/10/2025,26.8
Cali,03/10/2025,28.5
Cali,04/10/2025,27.4
Cali,05/10/2025,24.6
Cali,06/10/2025,27.8
Cali,07/10/2025,25.6
Cali,08/10/2025,23.9
Cali,09/10/2025,26.8
Cali,10/10/2025,23.3
Cali,11/10/2025,25.8
Cali,12/10/2025,25.7
Cali,13/10/2025,23.7
Cali,14/10/2025,25.2
Cali,15/10/2025,26.8
Cali,16/10/2025,28.4
Cali,17/10/2025,26.8
Cali,18/10/2025,27.8
Cali,19/10/2025,24.9
Cali,20/10/2025,23.6
Cali,21/10/2025,27.2
Cali,22/10/2025,23.6
Cali,23/10/2025,23.6
Cali,24/10/2025,26.4
Cali,25/10/2025,25.1
Cali,26/10/2025,26.8
Cali,27/10/2025,25.8
Cali,28/10/2025,28.7
Cali,29/10/2025,27.4
Cali,30/10/2025,27.6
Cali,31/10/2025,24.6
Cali,01/11/2025,23.7
Cali,02/11/2025,23.1
Cali,03/11/2025,27.8
Cali,04/11/2025,25.1
Cali,05/11/2025,24.8
Cali,06/11/2025,26.9
Cali,07/11/2025,27.3
Cali,08/11/2025,28.8
Cali,09/11/2025,26.7
Cali,10/11/2025,25.2
Cali,11/11/2025,27.7
Cali,12/11/2025,24.3
Cali,13/11/2025,26.9
Cali,14/11/2025,26.4
Cali,15/11/2025,25.6
Cali,16/11/2025,23.6
Cali,17/11/2025,23.0
Cali,18/11/2025,25.8
Cali,19/11/2025,27.4
Cali,20/11/2025,25.4
Cali,21/11/2025,24.7
Cali,22/11/2025,25.7
Cali,23/11/2025,24.4
Cali,24/11/2025,26.9
Cali,25/11/2025,26.2
Cali,26/11/2025,26.7
Cali,27/11/2025,27.6
Cali,28/11/2025,24.3
Cali,29/11/2025,28.8
Cali,30/11/2025,28.0
Cali,01/12/2025,25.9
Cali,02/12/2025,26.4
Cali,03/12/2025,23.5
Cali,04/12/2025,24.1
Cali,05/12/2025,26.6
Cali,06/12/2025,25.9
Cali,07/12/2025,28.5
Cali,08/12/2025,24.3
Cali,09/12/2025,27.4
Cali,10/12/2025,27.6
Cali,11/12/2025,23.5
Cali,12/12/2025,26.2
Cali,13/12/2025,24.6
Cali,14/12/2025,23.8
Cali,15/12/2025,28.0
Cali,16/12/2025,26.0
Cali,17/12/2025,23.0
Cali,18/12/2025,26.7
Cali,19/12/2025,24.9
Cali,20/12/2025,24.5
Cali,21/12/2025,25.1
Cali,22/12/2025,23.9
Cali,23/12/2025,25.1
Cali,24/12/2025,23.5
Cali,25/12/2025,24.7
Cali,26/12/2025,23.4
Cali,27/12/2025,27.1
Cali,28/12/2025,24.6
Cali,29/12/2025,27.9
Cali,30/12/2025,27.3
Cali,31/12/2025,23.0
Cali,01/01/2026,24.1
Cali,02/01/2026,24.3
Cali,03/01/2026,25.1
Cali,04/01/2026,24.6
Cali,05/01/2026,24.4
Cali,06/01/2026,23.2
Cali,07/01/2026,26.5
Cali,08/01/2026,27.0
Cali,09/01/2026,24.1
Cali,10/01/2026,27.0
Cali,11/01/2026,25.0
Cali,12/01/2026,23.9
Cali,13/01/2026,23.8
Cali,14/01/2026,23.1
Cali,15/01/2026,26.4
Cali,16/01/2026,23.1
Cali,17/01/2026,24.2
Cali,18/01/2026,28.3
Cali,19/01/2026,29.0
Cali,20/01/2026,28.2
Cali,21/01/2026,26.3
Cali,22/01/2026,23.1
Cali,23/01/2026,25.3
Cali,24/01/2026,23.0
Cali,25/01/2026,27.3
Cali,26/01/2026,25.8
Cali,27/01/2026,28.4
Cali,28/01/2026,27.1
Cali,29/01/2026,28.5
Cali,30/01/2026,26.4
Cali,31/01/2026,28.9
Cali,01/02/2026,27.8
Cali,02/02/2026,24.8
Cali,03/02/2026,24.5
Cali,04/02/2026,27.4
Cali,05/02/2026,23.3
Cali,06/02/2026,26.3
Cali,07/02/2026,26.2
Cali,08/02/2026,26.5
Cali,09/02/2026,24.2
Cali,10/02/2026,25.7
Cali,11/02/2026,24.0
Cali,12/02/2026,27.0
Cali,13/02/2026,23.8
Cali,14/02/2026,27.4
Cali,15/02/2026,24.9
Cali,16/02/2026,28.3
Cali,17/02/2026,24.8
Cali,18/02/2026,26.5
Cali,19/02/2026,23.5
Cali,20/02/2026,24.2
Cali,21/02/2026,24.4
Cali,22/02/2026,23.1
Cali,23/02/2026,25.1
Cali,24/02/2026,25.8
Cali,25/02/2026,26.9
Cali,26/02/2026,27.4
Cali,27/02/2026,26.2
Cali,28/02/2026,24.3
Cali,01/03/2026,26.3
Cali,02/03/2026,26.1
Cali,03/03/2026,27.4
Cali,04/03/2026,26.9
Cali,05/03/2026,25.2
Cali,06/03/2026,23.3
Cali,07/03/2026,28.2
Cali,08/03/2026,24.9
Cali,09/03/2026,24.6
Cali,10/03/2026,25.5
